ENSG00000000003	0	,	0	,	0	0
ENSG00000187944	1	,0.003,	2	,0.0008,0.0008,	0	0
ENSG00000187950	38	,0.0008,0.0008,0.0144,0.0023,0.0106,0.0151,0.0091,0.0008,0.0023,0.379,0.0008,0.0038,0.1392,0.0008,0.0008,0.0151,0.0008,0.3585,0.0068,0.0053,0.0023,0.1006,0.0008,0.3555,0.0091,0.0166,0.0008,0.0174,0.0008,0.3222,0.0008,0.0015,0.6415,0.0008,0.0015,0.3185,0.0015,0.0174,	13	,0.0015,0.0008,0.0008,0.0008,0.0023,0.3313,0.0008,0.0023,0.382,0.0008,0.9992,0.9818,0.0008,	4	3
ENSG00000187954	1	,0.0015,	8	,0.0008,0.0015,0.0008,0.0008,0.0008,0.0038,0.0363,0.1346,	0	2
ENSG00000187955	33	,0.0008,0.0008,0.0008,0.0008,0.0015,0.0023,0.0008,0.6286,0.0008,0.0008,0.0166,0.0015,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0045,0.0008,0.0008,0.0182,0.0015,0.0008,0.0008,0.0008,0.1263,0.003,0.0008,0.0008,0.0008,0.0015,	28	,0.0008,0.1808,0.0008,0.0174,0.1959,0.0038,0.0045,0.0038,0.0008,0.0605,0.0129,0.1362,0.003,0.0764,0.0749,0.0371,0.0083,0.0008,0.0008,0.0061,0.0015,0.003,0.0008,0.0008,0.0068,0.0182,0.0605,0.0008,	2	7
ENSG00000187957	16	,0.0008,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.0015,0.0015,0.0076,0.0008,0.0015,0.0008,0.0015,0.0008,0.0068,	19	,0.0159,0.0008,0.003,0.0053,0.0015,0.0008,0.0008,0.0015,0.0008,0.0144,0.0023,0.0023,0.0469,0.0015,0.0008,0.0015,0.0008,0.0287,0.2156,	1	4
ENSG00000187959	4	,0.0008,0.0015,0.0015,0.0008,	2	,0.003,0.0008,	1	1
ENSG00000187961	11	,0.0008,0.0008,0.0023,0.0045,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0008,	28	,0.0008,0.0023,0.0008,0.0015,0.0008,0.997,0.6959,0.0234,0.18,0.0257,0.0008,0.0045,0.0008,0.0227,0.0053,0.0008,0.0038,0.0008,0.0008,0.0053,0.0008,0.0023,0.0008,0.0008,0.0998,0.1278,0.0144,0.0174,	0	8
ENSG00000187969	0	,	0	,	0	0
ENSG00000187980	1	,0.2534,	2	,0.0008,0.0008,	6	1
ENSG00000187987	8	,0.0008,0.0136,0.0008,0.0015,0.0008,0.0015,0.0008,0.0053,	3	,0.0129,0.09,0.0023,	1	1
ENSG00000187994	14	,0.003,0.9289,0.0023,0.0008,0.028,0.0091,0.0008,0.0378,0.0076,0.0008,0.0008,0.0008,0.0008,0.3691,	8	,0.0008,0.0015,0.0008,0.0015,0.0008,0.0129,0.0008,0.0144,	2	3
ENSG00000187997	7	,0.0008,0.0008,0.0499000000000001,0.0257,0.0008,0.0008,0.0008,	2	,0.0136,0.0008,	7	3
ENSG00000188000	8	,0.0008,0.0008,0.0015,0.0008,0.0219,0.0023,0.0484,0.0008,	6	,0.0015,0.0787,0.0023,0.0318,0.0915,0.0908,	1	1
ENSG00000188001	7	,0.0008,0.003,0.0015,0.0008,0.0008,0.0015,0.0008,	3	,0.0008,0.0008,0.0106,	0	1
ENSG00000188010	1	,0.0061,	1	,0.0582,	1	0
ENSG00000188011	27	,0.0008,0.0008,0.0855,0.0008,0.0008,0.1051,0.1029,0.0008,0.2163,0.0008,0.0008,0.0567,0.031,0.0015,0.0015,0.0023,0.0159,0.0008,0.0015,0.0015,0.0023,0.0008,0.121,0.0378,0.0015,0.0008,0.0008,	17	,0.0008,0.0008,0.0144,0.0166,0.0008,0.0008,0.0008,0.0008,0.2156,0.0567,0.6362,0.0008,0.0318,0.1664,0.0061,0.1475,0.0015,	4	0
ENSG00000188015	5	,0.003,0.0008,0.0008,0.0363,0.3896,	2	,0.4228,0.0008,	0	0
ENSG00000188021	0	,	0	,	0	0
ENSG00000188026	4	,0.0129,0.0008,0.2738,0.0008,	6	,0.0008,0.0008,0.0038,0.0015,0.3343,0.1225,	0	4
ENSG00000188032	10	,0.0015,0.0008,0.0393,0.0015,0.0015,0.0008,0.0038,0.0189,0.0015,0.025,	2	,0.0015,0.0015,	4	0
ENSG00000188033	6	,0.0008,0.0008,0.0015,0.0008,0.0166,0.0008,	8	,0.003,0.0008,0.0008,0.0008,0.0121,0.0106,0.0386,0.0008,	0	1
ENSG00000188037	23	,0.0257,0.0008,0.0159,0.00149999999999995,0.9675,0.0008,0.0008,0.0015,0.0008,0.0008,0.0076,0.0008,0.0008,0.4236,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.003,0.0023,	11	,0.5961,0.0424,0.0023,0.0091,0.0008,0.0008,0.0038,0.0008,0.0371,0.3593,0.034,	2	1
ENSG00000188038	15	,0.0234,0.0008,0.0015,0.003,0.0008,0.003,0.1982,0.0008,0.0545,0.0008,0.0008,0.2458,0.0008,0.0197,0.0008,	2	,0.0083,0.0008,	2	0
ENSG00000188039	72	,0.6407,0.9992,0.0809,0.1611,0.0008,0.0174,0.0008,0.0023,0.0817,0.0045,0.0008,0.0166,0.0083,0.0825,0.0008,0.1785,0.0825,0.0076,0.000800000000000023,0.003,0.0008,0.0038,0.0008,0.0038,0.1785,0.0825,0.0008,0.0008,0.0008,0.0318,0.0008,0.0008,0.0023,0.0008,0.0098,0.0008,0.0008,0.0038,0.0015,0.0038,0.0227,0.0015,0.0008,0.0008,0.0023,0.0008,0.5817,0.0038,0.0008,0.0008,0.0008,0.0212,0.0265,0.3805,0.0038,0.0008,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.0219,0.0272,0.0121,0.0015,0.003,0.0166,0.0008,0.0008,0.0189,0.0008,	33	,0.0015,0.003,0.0008,0.0008,0.0318,0.0008,0.0038,0.2398,0.0008,0.0061,0.1672,0.1838,0.0008,0.0008,0.9947,0.0582,0.0008,0.6172,0.0008,0.0008,0.0023,0.0038,0.0219,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.003,0.0015,	9	4
ENSG00000188042	1	,0.0008,	3	,0.0008,0.0015,0.0008,	0	2
ENSG00000188050	9	,0.0015,0.0008,0.0008,0.0061,0.0008,0.0023,0.0015,0.0008,0.0068,	1	,0.0008,	1	1
ENSG00000188051	8	,0.034,0.0008,0.0008,0.0008,0.0219,0.0038,0.0015,0.0068,	5	,0.0386,0.0023,0.0265,0.2095,0.1399,	3	2
ENSG00000188056	7	,0.0015,0.5772,0.0008,0.0038,0.0008,0.0008,0.4228,	5	,0.0015,0.1354,0.0182,0.4259,0.0015,	0	0
ENSG00000188060	3	,0.0023,0.0076,0.0045,	2	,0.0008,0.0008,	1	0
ENSG00000188064	3	,0.0008,0.0008,0.0015,	16	,0.0008,0.0242,0.0053,0.0023,0.0008,0.0673,0.0008,0.0008,0.0015,0.0008,0.003,0.0008,0.0038,0.1483,0.0015,0.0076,	1	2
ENSG00000188069	19	,0.0083,0.5431,0.0257,0.0061,0.4418,0.4418,0.0787,0.0121,0.0439,0.0008,0.1649,0.0038,0.5431,0.5431,0.0008,0.0023,0.003,0.0008,0.0091,	12	,0.4569,0.5439,0.0061,0.0151,0.0008,0.5431,0.4826,0.4569,0.0537,0.0061,0.1808,0.0008,	0	0
ENSG00000188086	7	,0.0106,0.472,0.528,0.0023,0.0151,0.0008,0.1415,	1	,0.0431,	1	3
ENSG00000188089	23	,0.0015,0.0363,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0015,0.0008,0.0038,0.0045,0.0885,0.9304,0.0015,0.0008,0.0613,0.0363,0.0008,0.0303,0.0885,	15	,0.9728,0.0008,0.0061,0.6861,0.0061,0.0545,0.0038,0.0272,0.4917,0.9478,0.0008,0.0068,0.0129,0.0885,0.0038,	3	1
ENSG00000188095	13	,0.0023,0.1097,0.2572,0.0008,0.0023,0.0008,0.0794,0.0008,0.0053,0.0015,0.0008,0.0015,0.0008,	4	,0.0008,0.0446,0.0098,0.0008,	2	0
ENSG00000188107	90	,0.0008,0.0015,0.003,0.0174,0.025,0.0008,0.0189,0.056,0.0537,0.0008,0.0015,0.0008,0.0166,0.3933,0.0008,0.003,0.0053,0.003,0.0325,0.0023,0.1014,0.0008,0.1793,0.0008,0.0015,0.0091,0.0061,0.9947,0.0106,0.0008,0.0023,0.0008,0.0567,0.0045,0.0015,0.0008,0.0439,0.0008,0.0008,0.0008,0.9849,0.0151,0.0008,0.9841,0.0008,0.0091,0.0174,0.0008,0.0023,0.0272,0.0151,0.9849,0.0008,0.0008,0.0008,0.9849,0.0023,0.0038,0.0008,0.0083,0.0008,0.0008,0.0726,0.0008,0.0008,0.0015,0.0106,0.0008,0.0015,0.0023,0.0023,0.0582,0.2209,0.0015,0.0008,0.0083,0.0045,0.0008,0.003,0.0023,0.0038,0.0053,0.0008,0.0068,0.0023,0.0015,0.003,0.0091,0.0159,0.0008,	33	,0.0492,0.0008,0.0008,0.0023,0.0008,0.0008,0.003,0.0008,0.0015,0.0015,0.0008,0.0008,0.9849,0.0008,0.0151,0.9743,0.9849,0.0015,0.0219,0.0976,0.0045,0.003,0.0015,0.0741,0.0023,0.003,0.2209,0.0015,0.0008,0.4871,0.9539,0.0008,0.0008,	11	4
ENSG00000188112	28	,0.0008,0.0008,0.0061,0.0038,0.0008,0.0015,0.0015,0.0144,0.0113,0.0015,0.0023,0.0008,0.0045,0.1293,0.0008,0.0015,0.0658,0.0083,0.0265,0.0144,0.0038,0.0416,0.2821,0.0083,0.0008,0.0008,0.0038,0.7027,	14	,0.0008,0.0008,0.0053,0.0234,0.3411,0.7073,0.3419,0.0008,0.0098,0.6558,0.0734,0.0113,0.0008,0.0008,	11	2
ENSG00000188124	11	,0.0136,0.5113,0.0008,0.0015,0.003,0.0053,0.1467,0.0015,0.3654,0.0023,0.0998,	5	,0.062,0.003,0.0008,0.0015,0.0008,	0	3
ENSG00000188130	16	,0.0023,0.0015,0.0008,0.0008,0.0008,0.0023,0.0061,0.0098,0.0015,0.0008,0.0008,0.0968,0.0015,0.0008,0.0023,0.0166,	12	,0.0008,0.0008,0.0008,0.0008,0.003,0.9002,0.0008,0.0008,0.0008,0.0008,0.3449,0.0008,	2	3
ENSG00000188133	2	,0.0008,0.0121,	3	,0.0197,0.0023,0.0575,	1	1
ENSG00000188153	0	,	0	,	0	0
ENSG00000188155	0	,	0	,	11	8
ENSG00000188157	66	,0.9652,0.0023,0.0008,0.0008,0.0008,0.0106,0.0023,0.0015,0.0076,0.0008,0.0446,0.0053,0.0015,0.0166,0.0008,0.0008,0.0015,0.003,0.0008,0.0015,0.0015,0.0061,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0998,0.0008,0.0008,0.0008,0.0008,0.9584,0.0008,0.0008,0.003,0.0008,0.0015,0.0008,0.0008,0.0008,0.9826,0.0061,0.0008,0.0287,0.003,0.0076,0.0182,0.0008,0.0023,0.0015,0.0023,0.0144,0.0008,0.0008,0.1634,0.0008,0.003,0.0008,0.0008,0.0008,0.0045,0.0083,0.0015,0.0068,	66	,0.3132,0.0008,0.9244,0.0174,0.0008,0.0651,0.0356,0.146,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0401,0.0401,0.0726,0.003,0.0015,0.0023,0.0008,0.0008,0.0008,0.4554,0.0068,0.0008,0.0166,0.5151,0.0401,0.003,0.0015,0.0008,0.0008,0.9713,0.0038,0.0091,0.2405,0.0023,0.0008,0.0098,0.0393,0.0023,0.0008,0.0008,0.0008,0.0825,0.0053,0.0204,0.0008,0.0008,0.0008,0.0008,0.1475,0.0121,0.2731,0.0008,0.0098,0.9992,0.0212,0.0008,0.0015,0.0197,0.0015,0.0061,0.0091,0.2617,	5	13
ENSG00000188158	0	,	0	,	0	0
ENSG00000188162	114	,0.0008,0.0446,0.9962,0.0008,0.0008,0.0008,0.0008,0.0144,0.0008,0.1067,0.0658,0.0008,0.0008,0.0431,0.003,0.0976,0.0038,0.0023,0.0076,0.0068,0.0015,0.0015,0.0008,0.1006,0.3336,0.0174,0.0023,0.0008,0.0008,0.0136,0.0015,0.025,0.0008,0.0015,0.1914,0.0015,0.0008,0.0008,0.0779,0.0008,0.1445,0.1392,0.0008,0.0008,0.0023,0.0023,0.0106000000000001,0.0008,0.0106,0.0023,0.0008,0.0023,0.0083,0.0015,0.0038,0.003,0.351,0.9992,0.0008,0.0015,0.0008,0.0015,0.0091,0.0008,0.0098,0.0318,0.4675,0.0257,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0053,0.0015,0.0008,0.0045,0.0008,0.0008,0.025,0.0008,0.0061,0.0008,0.0053,0.0144,0.0015,0.0023,0.056,0.0068,0.0348,0.003,0.1089,0.0008,0.0015,0.0008,0.0204,0.0121,0.003,0.0008,0.0015,0.0166,0.0204,0.0008,0.0091,0.0008,0.0008,0.0015,0.0015,0.0008,0.0008,0.0008,0.1445,0.0008,	60	,0.0265,0.0008,0.6634,0.0015,0.0008,0.0113,0.0023,0.0008,0.0023,0.0008,0.0106,0.112,0.0174,0.0023,0.0287,0.0023,0.0008,0.0015,0.0537,0.3759,0.0015,0.0023,0.0461,0.0575,0.0008,0.0091,0.0015,0.1157,0.0008,0.0015,0.0333,0.0008,0.0015,0.0015,0.0008,0.0038,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0053,0.0008,0.0038,0.0008,0.0045,0.003,0.1399,0.0008,0.0628,0.0083,0.0008,0.5106,0.084,0.0008,0.0015,0.0015,0.4576,0.0008,	18	13
ENSG00000188163	16	,0.0008,0.0008,0.0325,0.0038,0.0098,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.003,0.0045,0.0008,0.0008,	9	,0.0408,0.0008,0.0711,0.0098,0.0008,0.0227,0.0234,0.0008,0.0159,	4	5
ENSG00000188167	3	,0.0008,0.0023,0.0015,	5	,0.0265,0.0008,0.0998,0.0038,0.0008,	4	1
ENSG00000188175	12	,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0287,0.0008,0.0008,0.0424,0.003,0.0015,	1	,0.0008,	1	1
ENSG00000188176	15	,0.0083,0.0008,0.003,0.003,0.0121,0.1067,0.0015,0.0008,0.8601,0.0008,0.0008,0.0008,0.0023,0.0076,0.0008,	17	,0.0023,0.0008,0.0166,0.2065,0.0008,0.0008,0.0008,0.0008,0.0015,0.4743,0.0008,0.0703,0.0008,0.0038,0.0008,0.1732,0.0197,	1	3
ENSG00000188177	14	,0.0008,0.0015,0.0008,0.0015,0.0008,0.0008,0.0008,0.0053,0.0008,0.0008,0.0008,0.0023,0.0045,0.0008,	8	,0.0008,0.0008,0.0061,0.0008,0.0015,0.0272,0.0008,0.034,	5	8
ENSG00000188186	1	,0.0083,	5	,0.4697,0.003,0.0015,0.0008,0.0651,	2	1
ENSG00000188191	2	,0.0008,0.0605,	7	,0.0159,0.0015,0.003,0.0008,0.0061,0.0015,0.0008,	0	1
ENSG00000188211	13	,0.0008,0.0121,0.0061,0.0061,0.0182,0.0015,0.0234,0.003,0.3079,0.0091,0.0144,0.0303,0.0008,	4	,0.0083,0.0008,0.0008,0.0008,	5	3
ENSG00000188215	2	,0.0008,0.0015,	5	,0.053,0.0008,0.0008,0.003,0.5182,	1	3
ENSG00000188227	11	,0.0015,0.0015,0.0008,0.0023,0.0038,0.0008,0.0015,0.0008,0.0008,0.0015,0.115,	5	,0.0008,0.0008,0.0416,0.0008,0.0015,	2	2
ENSG00000188243	1	,0.0106,	1	,0.003,	1	1
ENSG00000188257	4	,0.0008,0.0008,0.0015,0.9992,	4	,0.0008,0.0968,0.0053,0.0053,	2	0
ENSG00000188263	9	,0.3495,0.003,0.0008,0.0015,0.1384,0.0008,0.0091,0.0008,0.0008,	1	,0.0008,	2	1
ENSG00000188266	8	,0.0008,0.0008,0.0008,0.0015,0.0098,0.0045,0.0008,0.0061,	4	,0.003,0.0113,0.0015,0.0008,	4	3
ENSG00000188269	0	,	0	,	2	3
ENSG00000188277	5	,0.0015,0.0083,0.0045,0.031,0.0023,	2	,0.1263,0.0008,	0	1
ENSG00000188282	20	,0.0855,0.0008,0.0053,0.0008,0.0008,0.0008,0.0787,0.0076,0.0076,0.0008,0.0061,0.1725,0.0015,0.0023,0.0008,0.0015,0.0008,0.003,0.0008,0.0023,	5	,0.0008,0.0008,0.034,0.152,0.0454,	6	4
ENSG00000188283	3	,0.003,0.0008,0.0015,	3	,0.0015,0.0008,0.0008,	2	2
ENSG00000188290	9	,0.0038,0.0053,0.0045,0.003,0.0356,0.0015,0.0076,0.0015,0.0015,	1	,0.0008,	0	1
ENSG00000188293	5	,0.003,0.1021,0.0008,0.0023,0.0015,	0	,	0	0
ENSG00000188295	18	,0.0182,0.0159,0.0008,0.0008,0.0008,0.0068,0.0008,0.0091,0.0098,0.0008,0.0287,0.0023,0.1172,0.0068,0.0053,0.0038,0.0061,0.0424,	4	,0.0008,0.0008,0.0008,0.0015,	2	0
ENSG00000188305	12	,0.0008,0.0045,0.0023,0.0008,0.0008,0.0008,0.0008,0.3691,0.0008,0.0008,0.1445,0.003,	5	,0.0038,0.0015,0.0015,0.0008,0.0008,	3	2
ENSG00000188306	15	,0.0008,0.0008,0.0393,0.0015,0.0008,0.0189,0.0083,0.112,0.0212,0.0061,0.0023,0.0015,0.0023,0.0008,0.0045,	6	,0.0053,0.3321,0.0234,0.9992,0.0749,0.0015,	3	4
ENSG00000188312	6	,0.0008,0.0008,0.0098,0.0136,0.0015,0.0401,	2	,0.0008,0.0008,	0	0
ENSG00000188313	3	,0.0061,0.0023,0.0408,	3	,0.0015,0.0159,0.0008,	1	0
ENSG00000188315	6	,0.0008,0.0023,0.0015,0.059,0.0008,0.1165,	2	,0.0038,0.0008,	2	1
ENSG00000188316	5	,0.0008,0.0008,0.0008,0.0008,0.0008,	1	,0.0008,	4	2
ENSG00000188321	11	,0.0378,0.0008,0.0393,0.1271,0.003,0.0333,0.0008,0.0008,0.0045,0.0098,0.0008,	3	,0.0015,0.1271,0.0008,	4	1
ENSG00000188322	2	,0.0008,0.0008,	6	,0.0008,0.0015,0.003,0.0008,0.0068,0.059,	1	0
ENSG00000188324	17	,0.003,0.0166,0.0008,0.0083,0.1596,0.1384,0.0008,0.0008,0.0401,0.0008,0.0008,0.0008,0.0008,0.0015,0.0023,0.0038,0.0401,	4	,0.0552,0.0008,0.0008,0.0144,	1	1
ENSG00000188334	3	,0.0015,0.1543,0.0008,	1	,0.0363,	1	1
ENSG00000188340	8	,0.0038,0.7655,0.0008,0.0015,0.0038,0.0015,0.0144,0.0008,	7	,0.7746,0.0265,0.0068,0.0015,0.0015,0.0734,0.0053,	2	0
ENSG00000188342	4	,0.0008,0.0008,0.0038,0.0008,	1	,0.2458,	0	2
ENSG00000188343	7	,0.0008,0.0008,0.0492,0.0015,0.0091,0.0015,0.0008,	0	,	2	0
ENSG00000188352	37	,0.0008,0.0008,0.0008,0.6906,0.9546,0.0008,0.0068,0.0113,0.0015,0.0015,0.003,0.0008,0.0008,0.0076,0.0008,0.0008,0.0008,0.0113,0.0113,0.0038,0.0008,0.0008,0.0008,0.2405,0.0068,0.0008,0.0015,0.0008,0.0008,0.0136,0.0008,0.0008,0.0008,0.2057,0.0008,0.0091,0.0008,	32	,0.0008,0.0015,0.0008,0.0008,0.0113,0.0008,0.0008,0.0189,0.0045,0.0333,0.0008,0.0083,0.0061,0.0431,0.9992,0.0545,0.0008,0.0008,0.0008,0.0008,0.0008,0.0045,0.0008,0.0008,0.0666,0.0015,0.0023,0.0008,0.0023,0.0015,0.0015,0.0015,	4	4
ENSG00000188368	7	,0.0008,0.003,0.0038,0.0008,0.003,0.0166,0.1256,	5	,0.0008,0.0015,0.0008,0.0015,0.0008,	1	1
ENSG00000188372	15	,0.0522,0.0008,0.0023,0.0008,0.0008,0.0015,0.0015,0.0008,0.0038,0.0008,0.3442,0.0015,0.9955,0.1498,0.0008,	8	,0.0008,0.0076,0.0083,0.0008,0.0008,0.0015,0.0015,0.1573,	2	1
ENSG00000188373	5	,0.0008,0.0008,0.0008,0.0038,0.0023,	1	,0.0015,	0	0
ENSG00000188375	6	,0.0408,0.0393,0.0008,0.0628,0.0507,0.1271,	2	,0.0507,0.0008,	0	1
ENSG00000188379	8	,0.0234,0.0008,0.0008,0.0008,0.0408,0.0189,0.9962,0.0386,	1	,0.0318,	0	0
ENSG00000188385	13	,0.0008,0.0076,0.0008,0.0068,0.0008,0.0008,0.0408,0.0008,0.0023,0.003,0.003,0.0008,0.0008,	19	,0.3941,0.1293,0.0008,0.0008,0.003,0.0242,0.0204,0.0023,0.0023,0.4584,0.0015,0.0008,0.0008,0.2821,0.0794,0.0121,0.0008,0.0008,0.0008,	1	7
ENSG00000188386	1	,0.0008,	0	,	0	1
ENSG00000188389	8	,0.0038,0.0023,0.0008,0.0023,0.0053,0.0015,0.0015,0.0008,	7	,0.0008,0.0008,0.0219,0.0182,0.0045,0.0008,0.0257,	2	3
ENSG00000188393	6	,0.0545,0.4894,0.0015,0.0015,0.0446,0.003,	3	,0.0038,0.0008,0.003,	1	1
ENSG00000188394	6	,0.0008,0.0045,0.0008,0.0038,0.0272,0.0008,	3	,0.0098,0.0008,0.0091,	0	1
ENSG00000188396	1	,0.0121,	2	,0.9236,0.0855,	1	1
ENSG00000188404	10	,0.8185,0.0008,0.27,0.0129,0.1278,0.0023,0.0008,0.0008,0.0008,0.0008,	6	,0.0008,0.0023,0.0613,0.7035,0.0197,0.0189,	0	3
ENSG00000188408	0	,	0	,	0	0
ENSG00000188419	0	,	0	,	0	0
ENSG00000188425	2	,0.0008,0.0008,	3	,0.0008,0.0008,0.0023,	0	3
ENSG00000188428	8	,0.0008,0.0008,0.003,0.0204,0.0008,0.0015,0.0023,0.0008,	0	,	0	1
ENSG00000188452	20	,0.0023,0.0008,0.0416,0.0015,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.031,0.0008,0.003,0.0106,0.0424,0.1044,0.0287,0.0008,0.0038,0.0015,	9	,0.0318000000000001,0.0106,0.0008,0.0008,0.0015,0.9992,0.1747,0.0008,0.0008,	0	0
ENSG00000188467	14	,0.0008,0.0015,0.0023,0.0741000000000001,0.0038,0.0008,0.0008,0.0008,0.0098,0.0008,0.0015,0.0008,0.0008,0.0038,	7	,0.0008,0.0008,0.0008,0.0015,0.9992,0.0008,0.0015,	1	1
ENSG00000188486	1	,0.0008,	2	,0.0008,0.0008,	0	0
ENSG00000188487	19	,0.0098,0.0045,0.0424,0.0083,0.0023,0.0008,0.0015,0.0053,0.0015,0.9947,0.0719,0.0008,0.0008,0.0015,0.0038,0.003,0.0454,0.0008,0.0008,	7	,0.0008,0.0083,0.0038,0.1611,0.0008,0.2073,0.0008,	5	3
ENSG00000188488	19	,0.0015,0.0083,0.6157,0.053,0.0008,0.0091,0.385,0.0008,0.0015,0.0008,0.0008,0.0008,0.0923,0.0045,0.0008,0.0023,0.0008,0.0008,0.0015,	12	,0.0008,0.3843,0.612,0.0045,0.0514,0.0008,0.0038,0.0151,0.0008,0.0008,0.7269,0.1399,	1	1
ENSG00000188493	11	,0.0045,0.0008,0.0008,0.0008,0.0008,0.0053,0.0008,0.0015,0.0008,0.0015,0.1006,	7	,0.0015,0.0998,0.0053,0.0008,0.0091,0.1203,0.0023,	3	1
ENSG00000188501	14	,0.0015,0.0008,0.0015,0.0008,0.0008,0.034,0.0008,0.0189,0.0008,0.0023,0.0015,0.0008,0.0015,0.0008,	11	,0.0106,0.0015,0.034,0.0439,0.0023,0.0424,0.0825,0.0015,0.0008,0.0197,0.0008,	1	2
ENSG00000188505	6	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,	2	,0.003,0.0008,	1	1
ENSG00000188508	3	,0.0008,0.0008,0.0008,	0	,	0	1
ENSG00000188511	6	,0.9992,0.0068,0.0008,0.9939,0.0008,0.0008,	0	,	4	2
ENSG00000188517	10	,0.0008,0.0356,0.0008,0.0098,0.0008,0.0008,0.0008,0.0008,0.0023,0.0008,	7	,0.3404,0.0008,0.0023,0.1868,0.0015,0.0045,0.0416,	1	2
ENSG00000188522	20	,0.0008,0.0008,0.1725,0.0023,0.0015,0.0053,0.0008,0.0015,0.003,0.0015,0.0061,0.0068,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.6203,0.0008,	16	,0.2413,0.0008,0.0015,0.0008,0.0008,0.0015,0.0008,0.0015,0.0008,0.031,0.0008,0.0129,0.0008,0.0151,0.0008,0.0159,	2	4
ENSG00000188523	15	,0.0008,0.0023,0.0008,0.1021,0.0008,0.0008,0.0424,0.0008,0.003,0.0008,0.0008,0.0106,0.0008,0.0038,0.0015,	16	,0.0552,0.0045,0.0008,0.0219,0.0008,0.0015,0.0008,0.0008,0.0008,0.0023,0.1467,0.0008,0.0083,0.1762,0.0045,0.0015,	0	3
ENSG00000188542	2	,0.0015,0.1067,	3	,0.0053,0.0008,0.003,	2	0
ENSG00000188549	17	,0.0008,0.0008,0.0008,0.115,0.0038,0.0008,0.0008,0.0008,0.0008,0.0053,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0303,	6	,0.0015,0.0855,0.0113,0.0008,0.0008,0.0045,	9	6
ENSG00000188554	15	,0.0008,0.0008,0.0008,0.0159,0.0008,0.0575,0.0008,0.0008,0.0008,0.0015,0.0356,0.0023,0.0008,0.9614,0.2231,	4	,0.0545,0.0121,0.0091,0.0015,	4	0
ENSG00000188559	32	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0113,0.0008,0.0008,0.025,0.0015,0.0174,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0151,0.0015,0.0023,0.0008,0.0008,0.0008,0.0008,0.0061,0.0008,0.0008,0.0008,0.0008,	22	,0.0008,0.0008,0.0008,0.8457,0.0008,0.0098,0.0295,0.0008,0.0008,0.0053,0.0008,0.0242,0.0151,0.0023,0.0008,0.0008,0.0393,0.0182,0.0008,0.0091,0.0008,0.0008,	5	12
ENSG00000188566	16	,0.0008,0.0008,0.0023,0.0749,0.0045,0.034,0.0008,0.0038,0.0325,0.0008,0.0045,0.0053,0.0174,0.0008,0.0023,0.0189,	18	,0.0023,0.0008,0.0008,0.0008,0.0182,0.0008,0.9183,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0703,0.0015,0.0008,	2	1
ENSG00000188580	2	,0.0008,0.0008,	3	,0.0008,0.0998,0.0015,	1	1
ENSG00000188582	4	,0.0008,0.0008,0.0008,0.0628,	15	,0.9856,0.003,0.0008,0.0053,0.0038,0.0008,0.0121,0.0076,0.1097,0.0008,0.0008,0.0008,0.0242,0.0053,0.0628,	0	1
ENSG00000188596	20	,0.1573,0.0008,0.003,0.0045,0.0008,0.0008,0.0008,0.0008,0.0015,0.6293,0.3759,0.0061,0.0015,0.0182,0.0008,0.003,0.0008,0.0008,0.0015,0.0696,	11	,0.0008,0.0015,0.121,0.0015,0.0628,0.0204,0.0015,0.0045,0.0008,0.0061,0.003,	2	1
ENSG00000188603	6	,0.0008,0.0023,0.0023,0.0008,0.0038,0.0008,	2	,0.0083,0.0015,	2	3
ENSG00000188611	9	,0.0015,0.0008,0.0045,0.9977,0.0008,0.0045,0.0008,0.0015,0.034,	4	,0.003,0.5234,0.9992,0.4281,	0	6
ENSG00000188612	0	,	1	,0.003,	0	1
ENSG00000188620	6	,0.0159,0.0325,0.0008,0.0008,0.0166,0.0015,	4	,0.0008,0.0219,0.0008,0.0008,	2	5
ENSG00000188624	4	,0.0008,0.0008,0.1082,0.0015,	2	,0.0008,0.0719,	1	0
